Day index, year, month, day, Total Agrovoltaic (MW), Total Hydro (MW), Hills Creek (MW), Foster (MW), Dexter (MW), Cougar (MW), Green Peter (MW), Foster (MW), Detroit (MW), Big Cliff (MW)
286, 2010, 10, 14, 0, 146.137, 22.0895, 45.5826, 5.33042, 10.3004, 14.4304, 8.77911, 30.9825, 8.64233
287, 2010, 10, 15, 0, 144.538, 22.0594, 44.1385, 5.14455, 10.7915, 14.1058, 8.78439, 30.8904, 8.62309
288, 2010, 10, 16, 0, 143.334, 21.7631, 42.7709, 5.07382, 11.4352, 14.0029, 8.88292, 30.8025, 8.60243
289, 2010, 10, 17, 0, 146.796, 22.3317, 52.6079, 5.09641, 10.7612, 13.9552, 8.88582, 24.574, 8.58388
290, 2010, 10, 18, 0, 144.993, 21.5902, 52.4833, 5.16346, 11.0692, 13.9089, 8.83918, 24.5355, 7.40278
291, 2010, 10, 19, 0, 152.151, 21.5448, 47.9641, 5.23157, 23.2688, 13.8975, 8.77995, 24.4969, 6.96769
292, 2010, 10, 20, 0, 152.192, 21.4712, 48.5164, 5.27576, 22.9766, 13.9202, 8.70458, 24.457, 6.87042
293, 2010, 10, 21, 0, 154.536, 21.3694, 51.3847, 5.29142, 22.6538, 13.9572, 8.61449, 24.4154, 6.84967
294, 2010, 10, 22, 0, 153.608, 21.2416, 51.0262, 5.28592, 22.3243, 13.9967, 8.51945, 24.3712, 6.84247
295, 2010, 10, 23, 0, 152.607, 21.0976, 50.6195, 5.26811, 22.0041, 14.0323, 8.42532, 24.3228, 6.83769
296, 2010, 10, 24, 0, 147.895, 20.2477, 49.7285, 5.24727, 19.3023, 14.0354, 8.22323, 24.2726, 6.8377
297, 2010, 10, 25, 0, 140.579, 20.6379, 39.8365, 5.22646, 20.2921, 13.9903, 9.51657, 24.2226, 6.85651
298, 2010, 10, 26, 0.0879524, 138.996, 20.2166, 39.5401, 5.3887, 20.5846, 12.6006, 9.42697, 24.1711, 7.06696
299, 2010, 10, 27, 0.101771, 141.899, 20.2561, 39.8481, 5.68446, 21.396, 12.3855, 10.4312, 24.1261, 7.77184
300, 2010, 10, 28, 0.012881, 140.916, 22.0473, 40.6606, 6.4873, 13.8733, 12.3914, 13.5836, 24.1375, 7.73461
301, 2010, 10, 29, 0, 155.818, 25.2369, 44.5559, 6.99607, 16.5576, 12.4369, 18.1904, 24.1932, 7.65095
302, 2010, 10, 30, 0, 161.549, 27.7603, 46.0882, 7.46138, 16.7035, 12.5084, 19.3683, 24.2623, 7.39687
303, 2010, 10, 31, 0, 159.752, 23.9832, 47.7121, 8.23528, 16.2306, 12.5871, 19.0582, 24.3353, 7.60987
304, 2010, 11, 1, 0, 165.914, 26.5973, 50.7691, 8.81134, 16.4505, 12.6615, 18.8645, 24.4146, 7.34517
305, 2010, 11, 2, 0, 171.688, 27.2057, 55.1038, 9.49242, 19.7481, 12.7276, 16.8599, 23.1236, 7.42697
306, 2010, 11, 3, 0, 176.202, 28.1455, 57.2063, 10.0085, 21.3861, 12.794, 16.5152, 23.2007, 6.94588
307, 2010, 11, 4, 0, 171.859, 28.1467, 59.3, 10.5023, 14.7472, 12.8563, 15.9523, 23.2797, 7.07446
308, 2010, 11, 5, 0, 172.426, 23.8449, 60.3337, 10.8525, 17.42, 12.9303, 16.8516, 23.3741, 6.81829
309, 2010, 11, 6, 0, 175.942, 24.8134, 60.8399, 10.9893, 20.1363, 12.9979, 16.0146, 23.4706, 6.67998
310, 2010, 11, 7, 0, 179.179, 26.2658, 61.3212, 10.8794, 22.9041, 13.0535, 14.5931, 23.5593, 6.60282
311, 2010, 11, 8, 0, 178.443, 28.1434, 59.7147, 10.6788, 23.6847, 13.0927, 12.9317, 23.6461, 6.5514
312, 2010, 11, 9, 0.0879524, 180.409, 28.1382, 63.4417, 11.3551, 22.1775, 13.1146, 11.4691, 23.7452, 6.96712
313, 2010, 11, 10, 0.189037, 181.6, 28.1315, 61.2225, 12.0389, 22.5075, 13.1446, 13.4987, 23.8418, 7.21473
314, 2010, 11, 11, 0.0879524, 192.366, 28.1262, 68.5776, 12.707, 22.8565, 13.1946, 16.0283, 23.961, 6.91435
315, 2010, 11, 12, 0, 257.395, 28.1206, 70.8406, 13.2271, 23.3155, 13.2464, 16.2636, 85.3469, 7.03465
316, 2010, 11, 13, 0, 258.001, 28.1145, 73.0623, 13.2271, 14.2247, 13.3053, 17.0683, 84.0294, 14.9694
317, 2010, 11, 14, 0, 258.159, 28.1061, 73.3035, 13.2271, 15.1529, 13.3606, 15.9528, 84.0869, 14.9694
318, 2010, 11, 15, 0, 256.323, 28.0905, 72.977, 13.2271, 16.2687, 13.4175, 15.8407, 81.5325, 14.9694
319, 2010, 11, 16, 0, 249.151, 27.5163, 71.0975, 13.2271, 17.6633, 13.4666, 14.7831, 76.4274, 14.9694
320, 2010, 11, 17, 0, 258.197, 25.9807, 80.5314, 13.2271, 19.3429, 13.5126, 13.5102, 77.1232, 14.9694
321, 2010, 11, 18, 0, 261.259, 27.7991, 77.1996, 13.0713, 21.2897, 13.564, 13.9256, 79.4406, 14.9694
322, 2010, 11, 19, 0.104956, 265.293, 27.591, 74.8982, 12.8971, 22.7382, 13.6293, 14.7572, 83.8123, 14.9694
323, 2010, 11, 20, 0.205606, 263.461, 27.4554, 72.9295, 13.2271, 22.4401, 13.7058, 14.6829, 84.0507, 14.9694
324, 2010, 11, 21, 0.329261, 280.806, 26.5929, 76.4964, 13.2271, 22.078, 13.8219, 18.768, 94.8528, 14.9694
325, 2010, 11, 22, 6.88027, 317.226, 26.7767, 77.109, 13.2271, 21.6852, 49.6169, 19.6275, 94.2141, 14.9694
326, 2010, 11, 23, 76.6824, 324.463, 27.0704, 72.1899, 13.2271, 21.1751, 63.3636, 18.9511, 93.5162, 14.9694
327, 2010, 11, 24, 336.148, 323.725, 23.1148, 78.1746, 13.2271, 20.4085, 60.9265, 20.2193, 92.6844, 14.9694
328, 2010, 11, 25, 290.605, 312.897, 23.8753, 74.5857, 12.8096, 19.7446, 56.2291, 20.3062, 90.3773, 14.9694
329, 2010, 11, 26, 0.570148, 290.516, 24.9987, 70.3198, 12.0025, 17.4438, 50.7513, 20.3, 79.7303, 14.9694
330, 2010, 11, 27, 0.116881, 269.801, 26.6286, 65.7553, 11.2087, 16.6733, 42.5401, 20.2836, 71.7416, 14.9694
331, 2010, 11, 28, 0.265859, 248.761, 26.7166, 61.041, 10.6099, 14.5203, 35.8726, 20.2284, 64.803, 14.9694
332, 2010, 11, 29, 0.541264, 234.317, 26.5285, 57.7125, 10.6421, 13.2795, 30.5113, 20.1554, 60.518, 14.9694
333, 2010, 11, 30, 0.571923, 228.785, 26.2619, 56.0901, 11.102, 11.7969, 30.9846, 19.5505, 58.0295, 14.9694
334, 2010, 12, 1, 0.189037, 236.509, 26.0096, 56.8056, 11.7332, 11.1943, 37.1609, 20.1124, 58.5232, 14.9694
335, 2010, 12, 2, 0, 177.964, 25.7177, 44.4373, 12.4728, 5.76983, 33.0876, 19.8954, 21.6136, 14.9694
336, 2010, 12, 3, 0.225242, 164.812, 25.4305, 34.5595, 13.2271, 5.76606, 33.8276, 20.168, 20.7368, 11.0969
337, 2010, 12, 4, 0.420427, 173.449, 25.0882, 29.9411, 13.2271, 5.76522, 41.6982, 20.2157, 29.264, 8.24958
338, 2010, 12, 5, 0.329811, 194.905, 24.7002, 38.943, 13.2271, 5.76936, 48.3803, 20.2417, 34.0571, 9.58591
339, 2010, 12, 6, 0.23605, 222.779, 24.2739, 49.6467, 13.2271, 7.23292, 58.7517, 20.2868, 38.5819, 10.7778
340, 2010, 12, 7, 0.189037, 213.581, 17.2594, 49.9753, 13.2271, 7.97728, 57.1526, 20.3062, 35.659, 12.0239
341, 2010, 12, 8, 0.189037, 202.188, 16.1884, 49.0803, 13.2271, 7.75445, 52.719, 20.2905, 31.2418, 11.686
342, 2010, 12, 9, 0, 194.294, 15.8303, 45.2838, 13.2271, 7.97681, 53.6217, 20.2895, 27.3334, 10.7316
343, 2010, 12, 10, 0, 182.706, 16.246, 38.8888, 12.1677, 9.3535, 49.4928, 20.2998, 26.3925, 9.86547
344, 2010, 12, 11, 0.0879524, 176.418, 17.294, 33.1989, 10.9374, 10.9305, 46.5075, 20.3037, 26.6547, 10.5913
345, 2010, 12, 12, 0, 209.547, 20.3951, 30.1075, 11.3233, 10.7981, 59.2079, 20.2831, 46.421, 11.0113
346, 2010, 12, 13, 0, 265.469, 23.7834, 32.224, 12.5468, 11.8176, 78.7652, 20.2212, 71.7482, 14.3621
347, 2010, 12, 14, 0, 277.937, 24.2396, 36.4652, 13.2271, 17.4857, 78.5225, 20.169, 72.8586, 14.9694
348, 2010, 12, 15, 0.1036, 299.722, 24.3109, 44.5828, 13.2271, 17.5734, 78.8216, 20.1575, 86.0793, 14.9694
349, 2010, 12, 16, 0.455226, 311.96, 24.3714, 55.0677, 13.2271, 17.8689, 78.9037, 20.2959, 87.2558, 14.9694
350, 2010, 12, 17, 0.515526, 326.558, 24.4745, 67.4429, 13.2271, 18.3008, 78.9756, 20.4302, 88.7372, 14.9694
351, 2010, 12, 18, 0.578167, 333.771, 24.5304, 73.0532, 13.2271, 18.3955, 78.8869, 20.4899, 90.2182, 14.9694
352, 2010, 12, 19, 0.461414, 334.266, 24.4842, 73.6203, 13.2271, 18.0723, 78.1463, 20.4818, 91.2646, 14.9694
353, 2010, 12, 20, 0.462383, 333.343, 24.3918, 73.806, 13.2271, 17.659, 77.2592, 20.4448, 91.5854, 14.9694
354, 2010, 12, 21, 0.282205, 329.577, 24.2891, 73.5634, 13.2271, 17.3119, 74.5366, 20.3428, 91.3364, 14.9694
355, 2010, 12, 22, 0.201251, 303.855, 24.2155, 73.0011, 13.2271, 11.7456, 55.9959, 20.1528, 90.548, 14.9694
356, 2010, 12, 23, 0.105956, 287.623, 21.2838, 71.1745, 13.2271, 10.9445, 46.3403, 20.0956, 89.5875, 14.9694
357, 2010, 12, 24, 0.191393, 273.792, 22.0312, 62.5476, 13.2271, 12.092, 40.2262, 20.2313, 88.467, 14.9694
358, 2010, 12, 25, 0.101771, 261.347, 19.7933, 53.914, 13.2271, 9.93472, 42.0617, 20.2919, 87.1553, 14.9694
359, 2010, 12, 26, 0, 229.025, 17.7125, 45.7953, 13.2271, 8.78051, 38.2522, 20.2741, 70.0137, 14.9694
360, 2010, 12, 27, 0.361521, 171.433, 15.8126, 38.7461, 12.0621, 8.02305, 37.7347, 20.2369, 23.8485, 14.9694
361, 2010, 12, 28, 0.101771, 156.472, 14.3534, 32.9458, 10.9717, 7.64306, 35.7411, 20.2063, 22.0946, 12.5157
362, 2010, 12, 29, 0.1036, 151.089, 13.9355, 30.0683, 10.4786, 9.12654, 35.0422, 20.1992, 23.665, 8.57382
363, 2010, 12, 30, 4.48436, 157.617, 14.5332, 28.6864, 9.93683, 12.0093, 35.9913, 20.1976, 28.0956, 8.16691
364, 2010, 12, 31, 167.955, 171.473, 15.3856, 27.6342, 11.7114, 12.9286, 39.4305, 20.2146, 34.3285, 9.83919
